,title,type,address,price,built_area,private_area,status,bedrooms,bathrooms,parking_slots,finishes,stratum,developers,country,city,zone
503,estación fontibón,apartamento en venta en bogotá,diagonal 16 no. 115 - 75,159000000,46.75,41.45,sobre planos,3,2,comunal,obra gris,3,constructora las galias,colombia,bogota,occidente
504,castelo oasis,apartamento en venta en bogotá,av. ciudad de cali - calle 10b. costado oriental,343800000,59.0,55.0,en construcción,3,2,1,con acabados,3,londoño gómez s.a.,colombia,bogota,occidente
505,aragon castilla reservado,apartamento en venta en bogotá,carrera 92 no. 8a - 76,270707000,61.15,55.1,en construcción,3,2,1,con acabados,3,marval,colombia,bogota,occidente
506,altos de granada,apartamento en venta en bogotá,carrera 116 no. 77b - 35,323500000,77.0,67.0,en construcción,3,2,,con acabados,4,amarilo,colombia,bogota,occidente
507,avantcity -zencia apartamentos,apartamento en venta en bogotá,avenida dorado - calle 26 con carrera 82,657369160,65.33,58.48,sobre planos,2,2,1,con acabados,5,ici inversiones y construcciones industrializadas,colombia,bogota,occidente
508,jaboque reservado,apartamento en venta en bogotá,calle 70a bis no. 121a - 30,165375000,46.11,41.0,sobre planos,2,1,comunal,con semiacabados,Por definir,incol s.a.s. / qyunza s.a.s,colombia,bogota,occidente
509,torres de fontibón,apartamento en venta en bogotá,carrera 123 no. 15a - 25,162099900,41.5,36.0,sobre planos,2,2,comunal,obra gris,3,ar construcciones,colombia,bogota,occidente
510,fontibón reservado,apartamento en venta en bogotá,carrera 123 no. 15a - 25,165399900,46.5,40.5,sobre planos,3,2,comunal,obra gris,3,ar construcciones,colombia,bogota,occidente
511,vissani apartamentos,apartamento en venta en bogotá,calle 26 no. 70a - 45,563395667,73.0,66.0,sobre planos,3,2,1,con acabados,5,ingeurbe,colombia,bogota,occidente
512,la terra alsacia reservado,apartamento en venta en bogotá,carrera 71b bis con calle 12c esquina costado sur oriente barrio alsacia,443750000,78.35,69.44,sobre planos,3,2,1,con acabados,4,marval,colombia,bogota,occidente
513,edificio kúu,apartaestudio en venta en bogotá,calle 49 no. 70c -31,225000000,32.93,29.05,sobre planos,1,1,,con acabados,4,zitio construcciones s.a.s,colombia,bogota,occidente
514,boreal,apartamento en venta en bogotá,avenida de las américas con 68,559200000,94.0,78.0,sobre planos,3,2,comunal,con acabados,4,amarilo,colombia,bogota,occidente
515,avantcity -zencia apartamentos,apartamento en venta en bogotá,avenida dorado - calle 26 con carrera 82,449154882,48.83,43.69,sobre planos,1,1,1,con acabados,5,ici inversiones y construcciones industrializadas,colombia,bogota,occidente
516,artesa,apartaestudio en venta en bogotá,av carrera 68 con av las americas,197900000,40.19,35.13,sobre planos,1,1,comunal,obra gris,3,grupo accanto,colombia,bogota,occidente
517,avantcity -zencia apartamentos,apartaestudio en venta en bogotá,avenida dorado - calle 26 con carrera 82,449154882,48.83,43.69,sobre planos,1,1,1,con acabados,5,ici inversiones y construcciones industrializadas,colombia,bogota,occidente
518,cuatro vientos - austro,apartamento en venta en bogotá,carrera 68d no. 19 - 38,437890000,75.0,64.0,sobre planos,3,2,1,sin acabados,4,constructora bolívar,colombia,bogota,occidente
519,edificio kúu,apartamento en venta en bogotá,calle 49 no. 70c -31,225000000,32.93,29.05,sobre planos,1,1,,con acabados,4,zitio construcciones s.a.s,colombia,bogota,occidente
520,edificio torre angie paris,apartamento en venta en bogotá,diagonal 87 bis no. 77 - 65,215000000,53.66,,sobre planos,2,2,,con acabados,4,pco proyectos de construccion y obras civiles s.a.s.,colombia,bogota,occidente
521,cádiz castilla reservado,apartamento en venta en bogotá,avenida ciudad de cali con calle 10 sentido norte - sur,160500000,42.95,37.93,sobre planos,2,1,comunal,obra gris,3,marval,colombia,bogota,occidente
522,cantabria,apartamento en venta en bogotá,avenida el dorado no. 78 - 20,613500000,82.0,71.0,en construcción,3,2,,obra gris,5,amarilo,colombia,bogota,occidente
523,senderos de modelia,apartamento en venta en bogotá,calle 24f no. 94 - 51,459000000,67.0,60.0,en construcción,2,2,comunal,obra gris,4,amarilo,colombia,bogota,occidente
524,cantabria,apartamento en venta en bogotá,avenida el dorado no. 78 - 20,552900000,75.0,63.0,en construcción,2,2,,con acabados,5,amarilo,colombia,bogota,occidente
525,paseo de sevilla,apartamento en venta en bogotá,carrera 87b no. 6d - 10,449006000,100.08,91.17,en construcción,3,3,1,con acabados,3,marval,colombia,bogota,occidente
526,boreal,apartamento en venta en bogotá,avenida de las américas con 68,406500000,74.0,60.0,sobre planos,3,2,,con acabados,4,amarilo,colombia,bogota,occidente
527,edificio kúu,apartamento en venta en bogotá,calle 49 no. 70c -31,370000000,52.55,46.66,sobre planos,2,2,2,con acabados,4,zitio construcciones s.a.s,colombia,bogota,occidente
528,la bahía,apartamento en venta en bogotá,av boyacá no. 21 -11,502800000,73.0,63.0,sobre planos,3,2,1,obra gris,4,amarilo,colombia,bogota,occidente
529,gran reserva de mallorca,apartaestudio en venta en bogotá,av. eldorado con av. rojas costado sur occidental,457240000,50.5,46.3,sobre planos,1,1,1,con acabados,5,cusezar,colombia,bogota,occidente
530,alma 72,apartamento en venta en bogotá,ak 24 no. 71a - 85,218000000,27.1,21.75,sobre planos,1,1,,con acabados,4,apiros,colombia,bogota,occidente
531,senderos de modelia,apartamento en venta en bogotá,calle 24f no. 94 - 51,520700000,76.0,68.0,en construcción,3,2,comunal,obra gris,4,amarilo,colombia,bogota,occidente
532,gran reserva de mallorca,apartamento en venta en bogotá,av. eldorado con av. rojas costado sur occidental,538880000,61.5,54.5,sobre planos,2,2,1,con acabados,5,cusezar,colombia,bogota,occidente
533,jaboque reservado,apartamento en venta en bogotá,calle 70a bis no. 121a - 30,165375000,45.89,41.0,sobre planos,2,1,comunal,con semiacabados,Por definir,incol s.a.s. / qyunza s.a.s,colombia,bogota,occidente
534,edificio torre angie paris,apartamento en venta en bogotá,diagonal 87 bis no. 77 - 65,298000000,74.16,,sobre planos,3,2,1,con acabados,4,pco proyectos de construccion y obras civiles s.a.s.,colombia,bogota,occidente
535,gran reserva de syrah,apartamento en venta en bogotá,carrera 70 no. 26 - 51,1327920000,133.5,118.1,sobre planos,3,3,2,con acabados,5,cusezar,colombia,bogota,occidente
536,gran reserva de valdivia,apartamento en venta en bogotá,av. eldorado con av. rojas. costado sur - occidental,1342090000,158.15,143.29,en construcción,3,5,3,con acabados,5,cusezar,colombia,bogota,occidente
537,edificio torre angie paris,apartamento en venta en bogotá,diagonal 87 bis no. 77 - 65,245000000,57.75,,sobre planos,2,2,1,con acabados,4,pco proyectos de construccion y obras civiles s.a.s.,colombia,bogota,occidente
538,gran reserva de valdivia,apartamento en venta en bogotá,av. eldorado con av. rojas. costado sur - occidental,1233930000,133.36,118.9,en construcción,3,4,2,con acabados,5,cusezar,colombia,bogota,occidente
539,primavera 6-39 ii,apartamento en venta en bogotá,calle 6 no. 39 - 71,168540000,36.58,32.08,sobre planos,2,1,comunal,obra gris,3,constructora las galias,colombia,bogota,occidente
540,edificio kúu,apartaestudio en venta en bogotá,calle 49 no. 70c -31,215000000,30.74,26.94,sobre planos,1,1,,con acabados,4,zitio construcciones s.a.s,colombia,bogota,occidente
541,edificio kúu,apartamento en venta en bogotá,calle 49 no. 70c -31,405000000,57.31,50.96,sobre planos,2,2,2,con acabados,4,zitio construcciones s.a.s,colombia,bogota,occidente
542,sabana de los cerezos,apartamento en venta en bogotá,calle 72f no. 113a - 21,303810000,62.0,57.0,en construcción,2,2,1,con acabados,4,cusezar,colombia,bogota,occidente
543,gran reserva de oporto,apartaestudio en venta en bogotá,av. eldorado con av. rojas - costado sur - occidental,464730000,47.0,42.1,en construcción,1,1,1,con acabados,5,cusezar,colombia,bogota,occidente
544,avantcity -zencia apartamentos,apartamento en venta en bogotá,avenida dorado - calle 26 con carrera 82,552838770,60.64,55.02,sobre planos,1,2,1,con acabados,5,ici inversiones y construcciones industrializadas,colombia,bogota,occidente
545,la isla,apartamento en venta en bogotá,av. boyacá no. 21 -11,674200000,92.0,85.0,sobre planos,3,2,comunal,con acabados,4,amarilo,colombia,bogota,occidente
546,cuatro vientos - austro,apartamento en venta en bogotá,carrera 68d no. 19 - 38,441570000,84.0,72.5,sobre planos,3,2,1,sin acabados,4,constructora bolívar,colombia,bogota,occidente
547,la terra alsacia reservado,apartamento en venta en bogotá,carrera 71b bis con calle 12c esquina costado sur oriente barrio alsacia,541580000,96.44,85.57,sobre planos,3,2,1,con acabados,4,marval,colombia,bogota,occidente
548,poblado salamanca,apartamento en venta en bogotá,diagonal 77b no. 119a -73,299288550,70.0,63.98,terminado,3,2,1,con acabados,4,conconcreto,colombia,bogota,occidente
549,vissani apartamentos,apartamento en venta en bogotá,calle 26 no. 70a - 45,789048084,94.0,87.0,sobre planos,3,2,2,con acabados,5,ingeurbe,colombia,bogota,occidente
550,alma 72,apartamento en venta en bogotá,ak 24 no. 71a - 85,340000000,41.92,38.45,sobre planos,1,1,,con acabados,4,apiros,colombia,bogota,occidente
551,sabana de los cerezos,apartamento en venta en bogotá,calle 72f no. 113a - 21,355450000,70.5,64.0,en construcción,3,2,1,con acabados,4,cusezar,colombia,bogota,occidente
552,arándanos conjunto residencial,apartamento en venta en bogotá,av carrera 24 no. 31c - 27 sur,202000000,46.36,42.0,en construcción,2,1,,con acabados,3,deeb asociados sas,colombia,bogota,sur
553,ciudad rosaleda - rosa amatista,apartamento en venta en bogotá,ciudad rosaleda bosa recreo,138000000,36.0,32.0,sobre planos,2,1,,sin acabados,2,constructora bolívar,colombia,bogota,sur
554,ciudad rosaleda - rosa imperial,apartamento en venta en bogotá,ciudad rosaleda bosa recreo,160000000,46.0,40.0,sobre planos,2,1,comunal,sin acabados,2,constructora bolívar,colombia,bogota,sur
555,atalaia,apartamento en venta en bogotá,calle 59c sur no. 88h - 15,173600000,47.5,40.78,sobre planos,3,1,comunal,obra gris,2,acierto inmobiliario,colombia,bogota,sur
556,bulevar del portal,apartamento en venta en bogotá,"calle 65 sur, una cuadra arriba de la avenida caracas",144210000,50.0,45.0,en construcción,2,1,comunal,obra gris,3,amarilo,colombia,bogota,sur
557,la gratitud ii de la marlene,apartamento en venta en bogotá,diagonal 37a no. 17 - 163,171500000,53.0,48.89,sobre planos,3,2,comunal,obra gris,3,cusezar,colombia,bogota,sur
558,paseo de la rivera,apartamento en venta en bogotá,av ciudad de cali - calle 69 sur,168540000,47.67,42.79,sobre planos,2,2,comunal,obra gris,3,constructora las galias,colombia,bogota,sur
559,siena apartamentos,apartamento en venta en bogotá,calle 71 sur no. 3i - 80,145450000,48.43,41.77,sobre planos,2,2,,con semiacabados,3,ingenal arquitectura & construcción,colombia,bogota,sur
560,cúspide apartamentos,apartamento en venta en bogotá,carrera 10 no. 26 - 58 sur primer piso,158400000,47.6,41.9,sobre planos,2,2,comunal,obra gris,2,conaltura construcción y vivienda s.a.,colombia,bogota,sur
561,el campo,apartamento en venta en bogotá,carrera 14 calle 116 sur - usme,125400000,57.44,51.98,sobre planos,3,2,comunal,sin acabados,2,marval,colombia,bogota,sur
562,san joaquín,apartamento en venta en bogotá,carrera 17f no. 74c - 04 sur piso 1,130700000,38.0,33.0,en construcción,2,1,comunal,obra gris,1,ici inversiones y construcciones industrializadas,colombia,bogota,sur
563,montecielo,apartamento en venta en bogotá,calle 71a sur no. 83b - 11,144937000,45.42,39.8,sobre planos,2,2,comunal,con acabados,3,compensar,colombia,bogota,sur
564,cúspide apartamentos,apartamento en venta en bogotá,carrera 10 no. 26 - 58 sur primer piso,158400000,47.2,41.4,sobre planos,2,2,comunal,obra gris,2,conaltura construcción y vivienda s.a.,colombia,bogota,sur
565,estancia 70,apartamento en venta en bogotá,av. carrera 70c no. 57r sur – 75,160965000,39.1,32.84,sobre planos,2,1,comunal,con acabados,3,buenvivir,colombia,bogota,sur
566,el campo,apartamento en venta en bogotá,carrera 14 calle 116 sur - usme,125400000,54.08,48.49,sobre planos,1,2,comunal,sin acabados,2,marval,colombia,bogota,sur
567,montecielo,apartamento en venta en bogotá,calle 71a sur no. 83b - 11,148564000,46.86,41.73,sobre planos,2,2,comunal,con acabados,3,compensar,colombia,bogota,sur
568,ciudad rosaleda - rosa amatista,apartamento en venta en bogotá,ciudad rosaleda bosa recreo,138000000,36.0,32.0,sobre planos,2,1,,sin acabados,2,constructora bolívar,colombia,bogota,sur
569,arándanos conjunto residencial,apartamento en venta en bogotá,av carrera 24 no. 31c - 27 sur,140000000,32.8,28.76,en construcción,1,1,,con acabados,3,deeb asociados sas,colombia,bogota,sur
570,sorrento,apartamento en venta en bogotá,carrera 29a no 17 - 42 sur,208466800,41.96,37.9,en construcción,2,2,comunal,con acabados,3,master building,colombia,bogota,sur
571,bosques del mediterráneo - parque primaveral,apartamento en venta en bogotá,av ciudad de cali - calle 69 sur,153880128,47.67,42.79,sobre planos,3,2,comunal,obra gris,3,constructora las galias,colombia,bogota,sur
572,molinos caracas,apartamento en venta en bogotá,avenida caracas - calle 51 sur,168540000,38.38,34.03,sobre planos,2,1,,obra gris,3,constructora las galias,colombia,bogota,sur
573,sorrento,apartaestudio en venta en bogotá,carrera 29a no 17 - 42 sur,269667900,60.3,54.9,en construcción,2,2,1,con acabados,3,master building,colombia,bogota,sur
574,montecielo,apartamento en venta en bogotá,calle 71a sur no. 83b - 11,121441000,33.35,29.82,sobre planos,2,2,comunal,con acabados,3,compensar,colombia,bogota,sur
575,reserva del turpial,apartamento en venta en bogotá,calle 23 sur no. 5 - 75,132080000,40.6,34.6,sobre planos,1,2,comunal,obra gris,2,valor,colombia,bogota,sur
576,sorrento,apartamento en venta en bogotá,carrera 29a no 17 - 42 sur,272790800,55.0,50.1,en construcción,2,2,comunal,con acabados,3,master building,colombia,bogota,sur
577,montecielo,apartamento en venta en bogotá,calle 71a sur no. 83b - 11,112155000,36.24,32.52,sobre planos,2,2,comunal,con acabados,3,compensar,colombia,bogota,sur
578,sorrento,apartamento en venta en bogotá,carrera 29a no 17 - 42 sur,299199200,60.57,55.7,en construcción,3,2,1,con acabados,3,master building,colombia,bogota,sur
579,parques del portal,apartamento en venta en bogotá,"calle 65 sur, una cuadra arriba de la avenida caracas",150700000,50.0,45.0,en construcción,2,1,comunal,sin acabados,3,amarilo,colombia,bogota,sur
580,montecielo,apartaestudio en venta en bogotá,calle 71a sur no. 83b - 11,112155000,36.24,32.52,sobre planos,2,2,comunal,con acabados,3,compensar,colombia,bogota,sur
581,san joaquín,apartamento en venta en bogotá,carrera 17f no. 74c - 04 sur piso 1,145500000,46.0,41.0,en construcción,3,1,comunal,obra gris,1,ici inversiones y construcciones industrializadas,colombia,bogota,sur
582,arándanos conjunto residencial,apartamento en venta en bogotá,av carrera 24 no. 31c - 27 sur,277000000,60.0,55.44,en construcción,3,2,,con acabados,3,deeb asociados sas,colombia,bogota,sur
583,caminos del portal,apartamento en venta en bogotá,"calle 65 sur, una cuadra arriba de la av. caracas. a 300 m del portal de usme",144210000,50.0,45.0,en construcción,2,1,comunal,obra gris,2,amarilo,colombia,bogota,sur
584,reserva del turpial,apartamento en venta en bogotá,calle 23 sur no. 5 - 75,152000000,50.0,,sobre planos,2,2,comunal,obra gris,2,valor,colombia,bogota,sur
585,ciudad rosaleda - rosa imperial,apartamento en venta en bogotá,ciudad rosaleda bosa recreo,172500000,55.0,46.0,sobre planos,3,1,,sin acabados,2,constructora bolívar,colombia,bogota,sur
586,ankara apartamentos,apartamento en venta en bogotá,av. calle 57r sur no. 67 - 21,175566000,42.22,36.91,sobre planos,2,2,1,obra gris,3,alcabama,colombia,bogota,sur
587,ankara apartamentos,apartamento en venta en bogotá,av. calle 57r sur no. 67 - 21,175566000,42.19,37.88,sobre planos,2,1,comunal,obra gris,3,alcabama,colombia,bogota,sur
588,atardeceres de madelena,apartamento en venta en bogotá,carrera 68d no. 57h - 65 sur,159000000,42.5,36.15,sobre planos,2,2,comunal,obra gris,3,constructora las galias,colombia,bogota,sur
589,santo domingo club residencial,apartamento en venta en bogotá,av. 1 de mayo no. 68i - 48,203600000,39.0,32.85,sobre planos,2,1,comunal,con acabados,3,buenvivir,colombia,bogota,sur
590,la alegría iv de la marlene,apartamento en venta en bogotá,diagonal 37a no. 17 - 163,109000000,39.15,35.3,sobre planos,2,1,comunal,obra gris,Por definir,cusezar,colombia,bogota,sur
591,ciudad rosaleda - rosa imperial,apartamento en venta en bogotá,ciudad rosaleda bosa recreo,160000000,46.0,40.0,sobre planos,2,1,comunal,sin acabados,2,constructora bolívar,colombia,bogota,sur
592,atalaia,apartamento en venta en bogotá,calle 59c sur no. 88h - 15,173600000,47.5,40.78,sobre planos,3,1,comunal,obra gris,2,acierto inmobiliario,colombia,bogota,sur
593,reserva del turpial,apartaestudio en venta en bogotá,calle 23 sur no. 5 - 75,132080000,40.6,34.6,sobre planos,1,2,comunal,obra gris,2,valor,colombia,bogota,sur
594,ankara apartamentos,apartamento en venta en bogotá,av. calle 57r sur no. 67 - 21,175566000,42.21,38.08,sobre planos,2,1,comunal,obra gris,3,alcabama,colombia,bogota,sur
595,siena apartamentos,apartamento en venta en bogotá,calle 71 sur no. 3i - 80,154950000,53.98,46.57,sobre planos,3,2,,sin acabados,3,ingenal arquitectura & construcción,colombia,bogota,sur
596,arándanos conjunto residencial,apartamento en venta en bogotá,av carrera 24 no. 31c - 27 sur,202000000,46.36,42.0,en construcción,2,1,,con acabados,3,deeb asociados sas,colombia,bogota,sur
597,ciudad rosaleda - rosa celeste,apartamento en venta en bogotá,ciudad rosadela bosa recreo,107200000,35.0,31.0,sobre planos,1,1,,sin acabados,2,constructora bolívar,colombia,bogota,sur
598,la alegría iv de la marlene,apartamento en venta en bogotá,diagonal 37a no. 17 - 163,75540000,29.93,26.3,sobre planos,1,1,comunal,obra gris,Por definir,cusezar,colombia,bogota,sur
599,reserva 20 de julio,apartamento en venta en bogotá,calle 23 sur no. 5 – 80,173000000,45.0,37.73,sobre planos,2,1,comunal,obra gris,2,acierto inmobiliario,colombia,bogota,sur
600,torres del 20 de julio,apartamento en venta en bogotá,carrera 10 no. 28 - 68 sur,159899900,49.0,42.0,en construcción,3,2,comunal,obra gris,2,ar construcciones,colombia,bogota,sur
601,la unión i de la marlene,apartamento en venta en bogotá,diagonal 37a no. 17 - 163,155400000,48.0,43.7,sobre planos,3,2,comunal,obra gris,Por definir,cusezar,colombia,bogota,sur
602,siena apartamentos,apartamento en venta en bogotá,calle 71 sur no. 3i - 80,139950000,46.6,40.3,sobre planos,2,2,,con semiacabados,3,ingenal arquitectura & construcción,colombia,bogota,sur
603,arándanos conjunto residencial,apartaestudio en venta en bogotá,av carrera 24 no. 31c - 27 sur,146000000,32.8,28.76,en construcción,1,1,,con acabados,3,deeb asociados sas,colombia,bogota,sur
604,ciudad rosaleda - rosa celeste,apartamento en venta en bogotá,ciudad rosadela bosa recreo,107200000,35.0,31.0,sobre planos,1,1,,sin acabados,2,constructora bolívar,colombia,bogota,sur
605,torres del 20 de julio,apartamento en venta en bogotá,carrera 10 no. 28 - 68 sur,137799900,34.0,28.0,en construcción,1,1,comunal,obra gris,2,ar construcciones,colombia,bogota,sur
606,la unión i de la marlene,apartamento en venta en bogotá,diagonal 37a no. 17 - 163,155800000,53.0,48.89,sobre planos,3,2,comunal,obra gris,Por definir,cusezar,colombia,bogota,sur
607,torres del 20 de julio,apartaestudio en venta en bogotá,carrera 10 no. 28 - 68 sur,137799900,34.0,28.0,en construcción,1,1,comunal,obra gris,2,ar construcciones,colombia,bogota,sur
608,montecielo,apartamento en venta en bogotá,calle 71a sur no. 83b - 11,121441000,33.35,29.82,sobre planos,2,2,comunal,con acabados,3,compensar,colombia,bogota,sur
609,arándanos conjunto residencial,apartaestudio en venta en bogotá,av carrera 24 no. 31c - 27 sur,200000000,46.87,42.63,en construcción,2,1,,con acabados,3,deeb asociados sas,colombia,bogota,sur
610,sorrento,apartamento en venta en bogotá,carrera 29a no 17 - 42 sur,311078900,62.49,57.5,en construcción,3,2,1,con acabados,3,master building,colombia,bogota,sur
611,montecielo,apartamento en venta en bogotá,calle 71a sur no. 83b - 11,148564000,47.71,41.73,sobre planos,2,2,comunal,con acabados,3,compensar,colombia,bogota,sur
612,la alegría iv de la marlene,apartaestudio en venta en bogotá,diagonal 37a no. 17 - 163,75540000,29.93,26.3,sobre planos,1,1,comunal,obra gris,Por definir,cusezar,colombia,bogota,sur
613,la gratitud ii de la marlene,apartamento en venta en bogotá,diagonal 37a no. 17 - 163,151000000,41.0,38.22,sobre planos,2,1,comunal,obra gris,3,cusezar,colombia,bogota,sur
614,barlovento reservado,apartamento en venta en bogotá,avenida calle 57r sur no. 71 - 93,159900000,39.0,31.83,sobre planos,2,1,comunal,con acabados,3,buenvivir,colombia,bogota,sur
615,el campo,apartaestudio en venta en bogotá,carrera 14 calle 116 sur - usme,125400000,54.08,48.49,sobre planos,1,2,comunal,sin acabados,2,marval,colombia,bogota,sur
